Identifiant,Nom_officiel,Adresse,Code_postal,Ville,Departement,Region,Coordonnees,Categorie,Domaine_thematique,Themes,Protection_batiment,Protection_espace,URL,Date_de_mise_a_jour
M0955,musée Marc Deydier,rue de l'église,84160,Cucuron,Vaucluse,Provence-Alpes-Côte d'Azur,"43.772678, 5.440606",Inconnu,Archéologie;Ethnologie,Inconnu,Inconnu,Inconnu,cucuron.fr/vie-culturelle/musee-marc-deydier/,2025-07-25
M0956,musée-bibliothèque Pétrarque,rive gauche de la Sorgue,84800,Fontaine-de-Vaucluse,Vaucluse,Provence-Alpes-Côte d'Azur,"43.91753, 5.056541",Musée littéraire. Maison des Illustres.,Archéologie;Art moderne et contemporain;Beaux-arts;Histoire;Littérature,"Art moderne et contemporain;Beaux-Arts : Dessin, Estampe et Affiche;Fonds ancien d imprimés, Manuscrits, incunables, Ouvrages de bibliophilie;Histoire : Biographie",Inconnu,Inconnu,www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-bibliotheque-francois-petrarque-a-fontaine-de-vaucluse-866.html,2024-02-07
M0957,musée Philippe de Girard,mairie,84160,Lourmarin,Vaucluse,Provence-Alpes-Côte d'Azur,"43.76316809302446, 5.3636267092803775",Inconnu,Technique et industrie;Mode et textile,Inconnu,Inconnu,Inconnu,Inconnu,2025-03-07
M0958,musée municipal,rue Saint-Nazaire,84380,Mazan,Vaucluse,Provence-Alpes-Côte d'Azur,"44.056743, 5.12788",Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,2025-03-07
M0959,musée municipal,rue Madeleine Roch,84100,Orange,Vaucluse,Provence-Alpes-Côte d'Azur,"44.135887, 4.807526",Inconnu,Archéologie;Arts décoratifs;Beaux-Arts;Histoire;Technique et industrie,"Antiquités étrangères : Grecques et romaines;Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Architecture et urbanisme (Maquettes);Art religieux (Mobilier d'églises d'Orange);Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Verrerie;Arts du spectacle : Théâtre et Opéra;Beaux-Arts : Dessin, Peinture;Collections militaires : Armes;Ethnologie : Costume;Histoire : Histoire locale et régionale",Inconnu,Abords d'un monument historique,www.ville-orange.fr/article193.html,2024-02-07
M0960,musée municipal,Inconnu,84390,Sault,Vaucluse,Provence-Alpes-Côte d'Azur,"44.091143, 5.408027",Inconnu,Beaux-arts;Sciences de la nature,"Antiquités étrangères : Egyptiennes;Beaux-arts : Peinture;Numismatique;Sciences de la nature : Minéralogie, Paléontologie",Inconnu,Inconnu,Inconnu,2023-04-12
M0961,musée Archéologique Théo Desplans,place du chanoine Sautel,84110,Vaison-la-Romaine,Vaucluse,Provence-Alpes-Côte d'Azur,"44.246355, 5.072128",Musée de site,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain",Inconnu,Site classé.,www.vaison-la-romaine.com/spip.php?rubrique32,2024-02-07
M0962,musée du cartonnage et de l'imprimerie,3 avenue du maréchal Foch,84600,Valréas,Vaucluse,Provence-Alpes-Côte d'Azur,"44.382664, 4.987351",Inconnu,Technique et industrie,"Beaux-Arts : Dessin, Estampe et Affiche;Archives papier, Photographie;Ethnologie : Métiers et Outils;Histoire : Musée thématique, Histoire locale et régionale;Sciences et techniques (Cartonnage et imprimerie)",Inconnu,Abords d'un Monument historique.,www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-du-cartonnage-et-de-limprimerie-a-valreas-867.html,2024-02-07
M0963,musée de Brou,63 boulevard de Brou,01000,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,"46.196549, 5.236521",Inconnu,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Histoire;Sciences de la nature,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Art moderne et contemporain (Art abstrait à partir des années 1950 : peinture lyrique et gestuelle);Art religieux (tableaux flamands XVIe siècle. Peinture française XVIIe-XVIIIe siècles. Sculptures XVIe-XIXe siècles);Arts décoratifs : Céramique, Mobilier, Emaux bressans, Collection de lampes et luminaires de toutes les époques;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Collections militaires : Armes, Documents concernant la guerre de 1914 - 1918 (fonds Lambert);Musique : Instruments;Sciences de la nature : Botanique, Entomologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00116318?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Bourg-en-Bresse%22%5D&last_view=%22mosaic%22&idQuery=%22d76762e-537-2c6b-331a-382ac8cf45cb%22,Site inscrit.,www.monastere-de-brou.fr/#,2024-02-07
M0964,musées des pays de l'Ain,34 rue général Delestraint,01000,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,"46.196543, 5.219217",Inconnu,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences de la nature;Technique et industrie,Inconnu,Inconnu,Inconnu,www.ain.fr/solutions-services-infos-pratiques/culture-patrimoine/visiter-musees/,2024-02-07
M0965,musée de la Société d'Histoire et d'Archéologie,au bourg,01470,Briord,Ain,Auvergne-Rhône-Alpes,"45.781653, 5.458569",musée de site ; musée en zone rurale ; site archéologique,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien;Sciences de la nature : Paléontologie",Inconnu,Inconnu,patrimoines.ain.fr/n/musee-d-archeologie-de-briord/n:1165,2025-07-29
M0966,musée archéologique,place de l'église,01580,Izernore,Ain,Auvergne-Rhône-Alpes,"46.219853, 5.555588",musée de site ; musée en zone rurale,Archéologie,"Archéologie : Protohistoire, Gallo-romain",Inconnu,Inconnu,www.archeologie-izernore.com/pages/musee_historique.htm,2025-04-10
M0967,musée du Bugey-Valromey,3 rue centrale,01260,Lochieu,Ain,Auvergne-Rhône-Alpes,"45.930633, 5.727664",Ecomusée,Arts décoratifs;Ethnologie,Ethnologie : vie quotidienne en moyenne montagne,Inconnu,Inconnu,patrimoines.ain.fr/n/musee-du-bugey-valromey/n:970,2024-02-07
M0968,musée de l'histoire de la résistance et de la déportation de l'Ain,3 montée de l'abbaye,01130,Nantua,Ain,Auvergne-Rhône-Alpes,"46.152378, 5.608744",musée en zone rurale,Histoire,Histoire : deuxième guerre mondiale,Inconnu,Site patrimonial remarquable.,patrimoines.ain.fr/n/musee-de-la-resistance-et-de-la-deportation/n:809,2025-04-10
M0969,musée du Peigne et de la Plasturgie,place Georges Pompidou,10100,Oyonnax,Ain,Auvergne-Rhône-Alpes,"46.261019379136016, 5.648075546904289",Inconnu,Arts décoratifs;Ethnologie;Histoire;Technique et industrie,"Architecture et urbanisme;Arts décoratifs (Celluloïd);Ethnologie : Métiers et Outils (Artisanat, machines);Histoire : Histoire locale et régionale;Sciences et techniques : Industrie",Inconnu,Inconnu,www.oyonnax.fr/mes-loisirs/culture/musee-du-peigne-et-de-la-plasturgie/,2025-07-29
M0970,musée du vieux Pérouges,place du tilleul,01800,Pérouges,Ain,Auvergne-Rhône-Alpes,"45.903299, 5.179502",musée en zone rurale,Archéologie;Histoire;Ethnologie,"Archéologie nationale;Ethnologie : Costume, Mobilier, Métiers et outils (artisanat, machines);Histoire;Arts décoratifs : Céramique",Inconnu,Inconnu,Inconnu,2025-04-10
M0971,musée Chintreuil,66 rue maréchal de Lattre de Tassigny,01190,Pont-de-Vaux,Ain,Auvergne-Rhône-Alpes,"46.430076, 4.938125",musée en zone rurale,Beaux-Arts;Ethnologie;Histoire;Sciences de la nature,"Beaux-Arts : Dessin, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Asiatiques, Océaniennes;Collections militaires : Armes, Artillerie;Autres collections : Numismatique;Ethnologie : Costume (Costumes bressans propres à Pont-de-Vaux et coiffes provenant également d'autres villages de Bresse), Mobilier (Paniers, poteries du Val de Saône, une maie et un berceau), Métiers et Outils;Histoire : Biographie;Sciences de la nature (section créée en 1869 par le don d'Edouard Berthet de son cabinet d'histoire naturelle), Herpétologie, Invertébrés, Ichtyologie, Malacologie, Mammalogie, Ornithologie",Inconnu,Inconnu,www.musee-chintreuil.com/,2025-04-10
M0972,Domaine des Saveurs – Les Planons,987 chemin des Seiglières,01380,Saint-Cyr-sur-Menthon,Ain,Auvergne-Rhône-Alpes,"46.282489, 4.986729",musée en zone rurale,Arts décoratifs;Ethnologie,"Ethnologie : Costume, Habitat;Sciences et techniques : Agro-alimentaire, Elevage, Paysage et environnement;Histoire;Art moderne et contemporain;Arts décoratifs;Beaux-arts",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00116544?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Saint-Cyr-sur-Menthon%22%5D&last_view=%22list%22&idQuery=%22bd6d04c-2f4-2ab5-5140-4f23266ab66%22,Inconnu,patrimoines.ain.fr/n/domaine-des-saveurs-les-planons/n:810,2025-04-10
M0973,musée Louis Jourdan,place Louis Jourdan,01240,Saint-Paul-de-Varax,Ain,Auvergne-Rhône-Alpes,"46.098973, 5.129264",musée en zone rurale,Beaux-Arts,"Beaux-Arts : Peinture, Dessin",Inconnu,Inconnu,www.mairie-saintpauldevarax.fr/fr/information/35728/musee-louis-jourdan,2025-04-10
M0974,musée du Bois,place de la République,01420,Seyssel,Ain,Auvergne-Rhône-Alpes,"45.959038, 5.831489",musée en zone rurale,Ethnologie,"Architecture et urbanisme (Plans des oeuvres de Claudius Abry);Arts décoratifs : Mobilier;Ethnologie : Mobilier, Métiers et Outils",Inconnu,Inconnu,Inconnu,2025-04-10
M0975,musée du Revermont,40 rue principale,01370,Val-Revermont,Ain,Auvergne-Rhône-Alpes,"46.209952, 5.243955",écomusée ; musée en zone rurale,Archéologie;Arts décoratifs;Ethnologie;Sciences de la nature,"Arts décoratifs : Céramique;Ethnologie : Habitat, Métiers et outils (artisanat, machines);Histoire : Période historique (Troisième république);Sciences de la nature : Botanique",Inconnu,Inconnu,patrimoines.ain.fr/n/musee-du-revermont/n:811,2025-07-23
M0976,musée vivarois César Filhol,15 rue Jean-Baptiste Béchetoille,07100,Annonay,Ardèche,Auvergne-Rhône-Alpes,"45.240803, 4.668129",Inconnu,Archéologie;Beaux-arts;Ethnologie;Histoire;Technique et industrie,"Archéologie nationale : Protohistoire, Gallo-romain, Médiéval;Architecture et urbanisme;Art religieux (Catholique);Arts décoratifs : Céramique, Mobilier, Orfèvrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture;Archives papier, Photographie, Numismatique;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils;Histoire : Histoire locale et régionale;Sciences fondamentales : Physique;Sciences et techniques : Industrie, Transports terrestres",Inconnu,Site patrimonial remarquable.,www.mairie-annonay.fr/Musee-Cesar-Filhol.html,2025-02-04
M0977,musée régional,Inconnu,07140,Les Vans,Ardèche,Auvergne-Rhône-Alpes,"44.404332, 4.131418",musée en zone rurale,Archéologie;Ethnologie;Sciences de la nature,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Médiéval;Ethnologie : Métiers et Outils;Sciences de la nature : Géologie",Inconnu,Abords d'un monument historique. Parc naturel.,www.les-vans.fr/vivre-ici/structures-culturelles/musee/,2025-04-10
M0979,musée des mariniers et de la batellerie du Rhône,154 rue Auguste Vincent,07340,Serrières,Ardèche,Auvergne-Rhône-Alpes,"45.317802, 4.763253",musée en zone rurale,Ethnologie;Histoire,"Art religieux (statues, dalles funéraires, objets de culte);Arts décoratifs : Céramique, Mobilier, Textiles, Verrerie;Beaux-Arts : Estampe et Affiche, Peinture;Civilisations extra-européennes : Africaines;Sciences et techniques : Navigation et Pêche",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00116818?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Serri%C3%A8res%22%5D&last_view=%22list%22&idQuery=%2254aa80-4e64-2d73-a1a1-c767682bb0%22,Inconnu,www.serrieres.fr/Musee-des-Mariniers-et-de-la,2025-04-10
M0980,musée archéologique,place de la déesse Soïo,07130,Soyons,Ardèche,Auvergne-Rhône-Alpes,"44.887803, 4.850777",Musée de site,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Paléo-chrétien, Médiéval;Sciences de la nature : Botanique, Géologie, Paléontologie",Inconnu,Abords d'un Monument historique.,www.grottes-musee-soyons.fr/,2024-02-07
M0981,musée du Rhône,14 place Auguste Faure,07300,Tournon-sur-Rhône,Ardèche,Auvergne-Rhône-Alpes,"45.067938, 4.831838",Inconnu,Arts décoratifs;Beaux-arts;Histoire;Technique et industrie,"Antiquités étrangères;Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval;Architecture et urbanisme;Art moderne et contemporain;Art religieux;Arts décoratifs : Céramique, Mobilier;Arts du spectacle;Beaux-Arts : Dessin, Peinture, Sculpture;Civilisations extra-européennes;Collections militaires;Ethnologie : Habitat;Histoire : Histoire locale et régionale;Sciences fondamentales;Sciences et techniques : Navigation et Pêche",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00116828?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Tournon-sur-Rh%C3%B4ne%22%5D&last_view=%22mosaic%22&idQuery=%22d3861e-37af-d642-858b-51d66cfa15%22,Inconnu,www.chateaumusee-tournon.com/,2024-02-07
M0982,musée d'histoire et d'archéologie de Die et du Diois,11 rue Camille Buffardel,26150,Die,Drôme,Auvergne-Rhône-Alpes,"44.75504, 5.369785",musée en zone rurale,Archéologie;Ethnologie;Histoire,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval;Art religieux;Archives papier, Fonds ancien d imprimés, Photographie, Numismatique;Ethnologie : Pratiques religieuses et collectives;Histoire : Histoire locale et régionale",Inconnu,Inconnu,www.museededie.org/,2025-04-10
M0983,musée départemental du château,le village,26230,Grignan,Drôme,Auvergne-Rhône-Alpes,"44.439013, 4.873189",musée de site ; musée en zone rurale,Arts décoratifs;Beaux-arts;Histoire,"Arts décoratifs : Mobilier, Textiles (tapisseries);Beaux-Arts : Peinture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00116961?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Grignan%22%5D&last_view=%22list%22&idQuery=%22ba150f3-db36-04c-5dbd-0d32d51cecdb%22,Site patrimonial remarquable. Site inscrit.,www.chateaux-ladrome.fr/fr/,2025-04-10
M0984,musée du château des Adhémar,19 rue Pierre Julien,26200,Montélimar,Drôme,Auvergne-Rhône-Alpes,"44.556294, 4.750056",Inconnu,Archéologie;Beaux-arts;Ethnologie,Archéologie nationale;Préhistoire;Beaux-arts;Sculpture;Art moderne et contemporain,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00116988?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Mours-Saint-Eus%C3%A8be%22%2C%22Mont%C3%A9limar%22%5D&last_view=%22list%22&idQuery=%22ab2666-13a4-32d5-c4c-eeb0dbe02e3%22,Abords d'un Monument historique.,www.chateaux-ladrome.fr/fr/,2025-03-07
M0985,musée d'Art Sacré,5 place Elisée Monteil,26540,Mours-Saint-Eusèbe,Drôme,Auvergne-Rhône-Alpes,"45.07091, 5.052549",Musée d'art sacré,Archéologie;Ethnologie;Histoire,"Art religieux;Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles, Verrerie;Beaux-Arts : Peinture, Sculpture;Ethnologie : Pratiques religieuses et collectives;Histoire : Histoire religieuse",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00117002?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Mours-Saint-Eus%C3%A8be%22%5D&last_view=%22list%22&idQuery=%2225d4014-a7d-6aff-124-45462cbe370%22,Site classé.,www.mourssainteusebe.fr/un-village-qui-bouge/le-musee-darts-sacres,2025-03-07
M0986,musée de la chaussure,pue Bistour,26100,Romans,Drôme,Auvergne-Rhône-Alpes,"45.0431, 5.055376",Inconnu,Histoire;Technique et industrie;Ethnologie;Afrique;Asie,La chaussure et les accessoires sur les 5 continents et à travers l'histoire (de l'Antiquité au XXIe siècle),Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00117028?base=%22merimee%22&listResPage=2&qb=%5B%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&resPage=2&last_view=%22list%22&idQuery=%2206fd753-18ca-7f56-a7a-ab27652b1ac%22,Site inscrit.,www.museedelachaussure.fr/,2024-02-07
M0987,musée d’archéologie tricastine,place castellane,26130,Saint-Paul-Trois-Châteaux,Drôme,Auvergne-Rhône-Alpes,"44.349149, 4.768163",Inconnu,Archéologie;Ethnologie;Histoire,"Archéologie nationale : Préhistoire, Proto-histoire, Gallo-romain, Médiéval;Ethnologie : taille de la pierre, de l'époque romaine à l'ère industrielle",Inconnu,Site patrimonial remarquable. Abords d'un Monument historique.,www.musat.fr/,2024-02-07
M0988,musée des beaux-arts,4 place des ormeaux,26000,Valence,Drôme,Auvergne-Rhône-Alpes,"44.931125, 4.889563",Inconnu,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences de la nature;Technique et industrie;Militaria,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval;Art moderne et contemporain;Arts décoratifs : Céramique, Mobilier;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Collections militaires : Armes;Numismatique, Sigillographie;Histoire : Histoire locale et régionale;Sciences de la nature : Géologie, Herpétologie, Invertébrés, Ichtyologie, Malacologie, Mammalogie, Minéralogie, Ornithologie, Paléontologie",Inconnu,Site inscrit. Site classé. Abords d'un Monument historique.,www.museedevalence.fr/,2024-02-07
M0989,musée de la préhistoire du Vercors,L'Hâle,26420,Vassieux-en-Vercors,Drôme,Auvergne-Rhône-Alpes,"44.865703, 5.357302",Musée de site,Archéologie;Ethnologie;Histoire;Sciences de la nature,Archéologie nationale : Préhistoire,Inconnu,Site classé : https://www.pop.culture.gouv.fr/notice/merimee/PA00117096?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Vassieux-en-Vercors%22%5D&last_view=%22list%22&idQuery=%223e8f724-6cb0-cfd2-7600-edf724561512%22,www.parc-du-vercors.fr/prehistoire/home,2025-07-25
M0990,musée des antiquités gallo-romaines,43 place du musée,38490,Aoste,Isère,Auvergne-Rhône-Alpes,"45.587605, 5.60661",musée de site ; musée en zone rurale,Archéologie;Histoire,Archéologie nationale : Gallo-romain,Inconnu,Inconnu,www.mairie-aoste.org/newpage1,2025-04-10
M0991,musée de Bourgoin-Jallieu,17 rue Victor Hugo,38300,Bourgoin-Jallieu,Isère,Auvergne-Rhône-Alpes,"45.586588, 5.279159",Inconnu,Archéologie;Arts décoratifs;Beaux-arts;Photographie;Technique et industrie;Mode et textile,"Gallo-romain, Médiéval;Arts décoratifs : Textiles;Beaux-Arts : Dessin, Peinture;Collections militaires : Armes;Ethnologie : Métiers et Outils;Sciences et techniques : Industrie",Inconnu,Inconnu,www.bourgoinjallieu.fr/loisirs/culture/musee,2023-04-12
M0992,musée Géo-Charles,1 rue Géo-Charles,38130,Echirolles,Isère,Auvergne-Rhône-Alpes,"45.14935, 5.699614",Inconnu,Art moderne et contemporain,"Art moderne et contemporain;Beaux-Arts : Dessin, Peinture, Sculpture",Inconnu,Inconnu,www.echirolles.fr/culture-sports-loisirs/expos-et-musees/musee-geo-charles,2023-04-12
