Identifiant (ID),Nom de l'organisme,Code postal,Département,Commune,Lien vers la ressource,"si ""enfants"", merci de préciser le niveau scolaire",Titre de la ressource,"Activité proposée (apprendre, se divertir, s’informer,...)",Public cible,Types de ressources proposées,Thématiques,Contenus adaptés aux types de handicap,"Temps d’activité estimé (lecture, écoute, visionnage, jeu)",Pérennité de la ressource
2621,CCN - Ballet de Lorraine,54000,54,Nancy,https://vimeo.com/user14790650,,Chaîne Viméo du CCN - Ballet national de Lorraine,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Danse,,Le temps d’un vrai déjeuner,Accès permanent
2666,Compagnie Les Dramaticules,94230,94,Cachan,https://soundcloud.com/user-813479671,Maternelle|Primaire|Collège,Podcasts des Dramaticules,Audios,Enfants,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2682,Muséum national d'Histoire naturelle,75001,75,Paris,https://www.mnhn.fr/fr/bestioles,Maternelle|Primaire,Bestioles,Approfondir ses connaissances,Enfants,"Audio, radio, podcasts",Sciences,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
586,Archives départementales - Aude,11855,11,Carcassonne  9,https://archivesdepartementales.aude.fr/mission-carcas,107|Primaire|Collège|Lycée,Mission Carcas,Jeux,Parents / Éducateurs,Jeux,Archives,"Audiodescription (AD),Jeu utilisant du HTML,Navigation au clavier,Facile à lire et à comprendre (FALC)",Le temps d’un vrai déjeuner,Accès permanent
777,Domaine national de Chambord,41250,41,Chambord,https://www.chambord.org/fr/communication-presse/les-projets-numeriques/institut-culturel-de-google/,,Expositions virtuelles,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données",Architecture et patrimoine,,Le temps d’un vrai déjeuner,Accès permanent
812,Festival Etonnants Voyageurs,35000,35,Rennes,https://www.etonnants-voyageurs.com/,,Vidéos de l'édition 2019,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Cinéma,Littérature, sciences humaines, langues",,Le temps d’une soirée,Accès permanent
828,Fonds régional d'art contemporain - Normandie,76300,76,Sotteville-lès-Rouen,https://soundcloud.com/user-33653964/jonathan-monk-senza-titulo-iii,,"Audio description de l'oeuvre de Jonathan Monk ""Senza Titolo III""",Audios,Tous publics,"Audio, radio, podcasts",Arts visuels,Audiodescription (AD),Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
882,La Criée centre d'art contemporain,35000,35,Rennes,https://www.la-criee.org/fr/eric-giraudet-de-boudemange/,,2 oeuvres à jouer sur ordinateur,Jeux,Tous publics,Jeux,"Arts numériques,Arts décoratifs, design, métiers d’art",,Le temps d’un vrai déjeuner,Accès permanent
956,Mucem (Musée des civilisations de l'Europe et de la Méditerranée),13002,13,Marseille,https://www.mucem.org/le-mucem-en-visite-virtuelle,,Le Mucem en visite virtuelle,"Expos, musées",Tous publics,Expositions virtuelles,Musées,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1004,Musée de la Toile de Jouy,78350,78,Jouy-en-Josas,https://www.museedelatoiledejouy.fr/lapplication-numerique/,,La Manufacture Virtuelle d’Oberkampf,"Expos, musées",Tous publics,Expositions virtuelles,"Arts visuels,Musées",,Le temps d’un vrai déjeuner,Accès permanent
1100,Opéra de Paris,75001,75,Paris,https://www.operadeparis.fr/magazine/medias,,Octave Media,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts","Musique, concerts et opéras,Théâtre, Spectacles",,Le temps d’une soirée,Accès permanent
1152,Région Nouvelle-Aquitaine,33077,33,Bordeaux,https://geoculture.fr/focus,,"GéoCulture, le Limousin vu par les artistes","Expos, musées",Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles","Architecture et patrimoine,Monuments historiques","Transcription textuelle,Navigation au clavier",Le temps d’un vrai déjeuner,Accès permanent
1164,Réunion des musées nationaux - Grand Palais (Rmn-GP),75001,75,Paris,https://www.grandpalais.fr/fr/article/les-mooc-du-grand-palais,,Les MOOC du Grand Palais,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,"Peinture,Photographie,Sculpture",Sous-titrage,Le temps d’un week-end,Accès permanent
1213,Videomuseum,75001,75,Paris,https://www.videomuseum.fr/fr,,Videomuseum,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Architecture et patrimoine,Histoire,Musées,Peinture,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
1231,Le Séchoir,97436,97,"Piton Saint-Leu, La Réunion",http://www.lesechoir.com/videos/,,Le Séchoir en vidéo !,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Théâtre, Spectacles",,Le temps d’une soirée,Accès permanent
1313,Château de Fontainebleau,77300,77,Fontainebleau,http://www.chateau-fontainebleau-education.fr/guide/,,Les clés du château de Fontainebleau,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,"Architecture et patrimoine,Histoire,Monuments historiques",,Le temps d’un week-end,Accès permanent
1325,Musée de la Résistance et de la Déportation de l'Isère,38000,38,Grenoble,https://musees.isere.fr/page/musee-de-la-resistance-et-de-la-deportation-de-lisere-fermeture-exceptionnelle-expositions#00a_Entrez_!,,Les webdocs,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Audiovisuel,Histoire,Musées",,Le temps d’une soirée,Accès permanent
1554,Accès Culture,75004,75,paris,https://accesculture.org/le-theatre-chez-soi-public-sourd-et-malentendant/,,Le théâtre chez soi,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Théâtre, Spectacles",Langue des signes française (LSF),Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1693,L'Office Artistique de la Région Nouvelle-Aquitaine,33000,33,Bordeaux,https://www.youtube.com/channel/UCiHz0ukj5VJAOtkwfbjElvQ,,Captations en livestream de spectacles vivants en résidence à la MECA - Bordeaux,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Arts du cirque, arts de la rue,Danse,Musique, concerts et opéras,Théâtre, Spectacles",Sous-titrage (ST),Le temps d’une soirée,Accès permanent
1820,Angers Nantes Opéra,49100,49,Angers,https://www.youtube.com/playlist?list=PLGM5vfRL4hqihQD7dvWyHcGRE8Ot-pb5X,,websérie Iphigénie à l'Opéra : on vous dit tout,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1924,Archives Nice Côte d'Azur,06200,06,Nice,https://archives.nicecotedazur.org/dossier_pedagogique/,,Dossiers pédagogiques,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,Archives,,Le temps d’un week-end,Accès permanent
1967,Opéra de Lyon,68989,68,Lyon,https://www.sondekla.com/user/event/groups/192/event/replay,,L'École du spectateur | Toutes les conférences en replay,Approfondir ses connaissances,Tous publics,"Audio, radio, podcasts","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
2030,Archives départementales de la Vendée,85000,85,La Roche-sur-Yon,http://www.archives.vendee.fr/Clefs-pour-la-recherche/Portail-communal,,Les archives des communes vendéennes,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données","Archives,Histoire",,Toute une vie ne suffit pas,Accès permanent
2108,L'Onde Porteuse,63000,63,Clermont-Ferrand,https://podcast.ausha.co/cartels,,Cartels,Audios,Parents / Éducateurs,"Audio, radio, podcasts","Architecture et patrimoine,Arts décoratifs, design, métiers d’art,Arts numériques,Arts visuels,Cinéma,Danse,Éducation artistique et culturelle,Littérature, sciences humaines, langues,Peinture,Photographie,Sculpture,Théâtre, Spectacles",,Toute une vie ne suffit pas,Accès permanent
2254,Portail FranceArchives,75001,75,Paris,https://francearchives.fr/fr/article/26288084,,Contribuez à enrichir les archives en ligne,Partager ses passions,Parents / Éducateurs,"Images, collections numérisées, bases de données",Archives,,Toute une vie ne suffit pas,Accès permanent
2363,Dessinez Créez Liberté,75001,75,Paris,https://www.youtube.com/channel/UCbd1I1DbuT6wrDWTzlD-Ifw/featured,,Dessinez Créez Liberté,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Le temps d’un week-end,Accès permanent
2372,Centre des arts d'Enghien-les-Bains,95880,95,Enghien-les-Bains,http://www.mooc-effets-speciaux.fr/,,MOOC Les effets spéciaux au cinéma,Approfondir ses connaissances,Tous publics,"Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels","Arts numériques,Cinéma,Éducation artistique et culturelle",,Le temps d’un week-end,Accès permanent
2550,Musée des Confluences,69002,69,Lyon,https://www.museedesconfluences.fr/fr/evenements/la-terre-en-h%C3%A9ritage-du-n%C3%A9olithique-%C3%A0-nous-le-direct,,"La Terre en héritage, du Néolithique à nous : le direct","Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé","Archéologie,Architecture et patrimoine",,Le temps d’un vrai déjeuner,Accès permanent
2559,Musée Jacquemart-André,75001,75,Paris,https://www.musee-jacquemart-andre.com/fr/decouvrez-visite-virtuelle-lexposition,,"Turner, peintures et aquarelles. Collections de la Tate","Expos, musées",Tous publics,Expositions virtuelles,Arts visuels,,Le temps d’un vrai déjeuner,Accès permanent
2597,"Conseil d'architecture, d'urbanisme et de l'environnement de Haute-Savoie",74000,74,Annecy,https://www.youtube.com/playlist?list=PLgarY5dggG-IDPUFDRUUGvH2SwWa2j7DG,Primaire|Collège,Les tutos de L’îlot,Approfondir ses connaissances,Enfants,"Ressources pédagogiques,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels,Création et pratiques artistiques","Architecture et patrimoine,Éducation artistique et culturelle",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2643,Bretagne culture et diversité,56100,56,Lorient,http://bed.bzh/fr/accueil/,,Bretagne et diversité,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Arts visuels,Cinéma,Histoire",,Le temps d’un week-end,Accès permanent
2645,Le Petit Palais,75001,75,Paris,https://www.petitpalais.paris.fr/content/visitez-le-petit-palais-depuis-votre-canape,,Visitez le Petit Palais depuis votre canapé,"Expos, musées",Tous publics,Expositions virtuelles,"Architecture et patrimoine,Arts visuels,Musées,Peinture,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
2663,Maison de la danse,69008,69,Lyon,https://maisondeladanse.com/programmation/saison2021-2022/depuis-je-danse,,"Le Podcast ""Depuis, je danse""",Audios,Tous publics,"Audio, radio, podcasts",Danse,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2701,Les livreurs,75001,75,Paris,https://soundcloud.com/les-livreurs/sets/droles-de-classiques,,"Podcasts ""Drôles de classiques""",Livres,Tous publics,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
2704,Opéra de Rennes,35000,35,Rennes,https://opera-rennes.fr/fr/opera-sur-ecrans,,Opéra sur écran(s),"Concerts, spectacles",,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
849,Hadopi,75001,75,Paris,https://hadopi.fr/ressources/modules-pedagogiques-enseignant,,Le droit d'auteur expliqué,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,Audiovisuel,,Le temps d’une soirée,Accès permanent
860,Institut national de l'audiovisuel (INA),94366,94,Bry-sur-Marne,https://madelen.ina.fr/,,Madelen,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Audiovisuel,,Toute une vie ne suffit pas,Accès permanent
861,Institut national de l'audiovisuel (INA),94366,94,Bry-sur-Marne,https://www.youtube.com/user/Inaculte,,INA Culte,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Expositions virtuelles","Audiovisuel,Histoire",,Toute une vie ne suffit pas,Accès permanent
866,Institut national de l'audiovisuel (INA),94366,94,Bry-sur-Marne,https://www.ina.fr/pages-carrefours/fresques-interactives,,Fresques interactives,Approfondir ses connaissances,Parents / Éducateurs,"Vidéo, flux en direct, programmes en différé,Expositions virtuelles","Audiovisuel,Histoire",,Le temps d’une soirée,Accès permanent
1021,Musée des Beaux-Arts,69001,69,Lyon,https://www.mba-lyon.fr/fr/type-de-collection/54-tableaux-en-gigapixel,,54 tableaux en Gigapixel,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Musées,Peinture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1038,Musée du Louvre,75001,75,Paris,https://www.youtube.com/user/louvre/featured,,Le Louvre sur Youtube,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Musées,Peinture,Sculpture",,Toute une vie ne suffit pas,Accès permanent
601,Archives départementales - Hérault,34000,34,Montpellier,https://archives-dep-herault.yunow.app/8-jouons-avec-les-archives/320-menu,Collège,Jouons avec les archives,Jeux,Enfants,Jeux,Archives,,Le temps d’un vrai déjeuner,Accès permanent
677,Bibliothèque nationale de France (BNF),75001,75,Paris,https://gallica.bnf.fr/conseils/content/photographie,,Gallica - Photographie,Approfondir ses connaissances,Tous publics,Livres numériques,"Histoire,Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
695,Bretagne Culture Diversité,56100,56,Lorient,http://bcd.bzh/becedia/fr,,Bretagne et Diversité,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Audiovisuel,Histoire,Photographie",,Toute une vie ne suffit pas,Accès permanent
782,Ecole normale supérieure,75001,75,Paris,https://savoirs.ens.fr/recherche.php?rechercheTerme=Lundis+de+la+philosophie+%28Les%29,,Les lundis de la philosophie,Approfondir ses connaissances,Tous publics,"Audio, radio, podcasts","Histoire,Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
798,Espace culture Lympia,06000,06,Nice,https://www.departement06.fr/covid19-mesures-du-departement/la-culture-chez-vous-35419.html,107|Primaire|Collège|Lycée,Sélection #Culturecheznous,"Expos, musées",Tous publics,"Livres numériques,Expositions virtuelles",Musées,,Le temps d’un week-end,Accès permanent
823,Fonds régional d'art contemporain - Auvergne,63000,63,Clermont-Ferrand,https://cloud.atalanteprod.com/FRAC/visite-frac-crewdson01.html,,Gregory Crewdson - The Becket Pictures,"Expos, musées",Tous publics,Expositions virtuelles,"Musées,Photographie",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
825,Fonds régional d'art contemporain - Centre-Val de Loire,45000,45,Orléans,http://www.frac-centre.fr/scolaires/documents-pedagogiques-55.html,,Dossiers pédagogiques,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,"Arts décoratifs, design, métiers d’art",,Le temps d’un week-end,Accès permanent
933,YouTube,75001,75,Paris,https://www.youtube.com/user/mamytwink,,Mamytwink - histoire et aventure,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Histoire",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
